course,off_time,race_id,horse_id,horse_name,passport_matched,match_mode,pp_career_runs
Naas,15:08,923879,6487589,Arctic Steps,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,15:08,923879,4315454,Phil's Dream,False,RP_HORSE_ID_DETERMINISTIC,
Naas,15:08,923879,7695821,Cactus,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,15:08,923879,3178686,Harry's Hill,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,15:08,923879,7983178,Ardadslosttheplot,False,RP_HORSE_ID_DETERMINISTIC,
Naas,15:08,923879,7627168,Jordan Breeze,False,RP_HORSE_ID_DETERMINISTIC,
Naas,15:08,923879,8231739,Sovereign Cry,True,RP_HORSE_ID_DETERMINISTIC,4
Naas,15:08,923879,5889829,Lethimfly,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,15:08,923879,4849543,Billboa,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:15,922769,7677631,Klassleader,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:15,922769,5315437,Plage De Havre,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:15,922769,4601330,Paddy The Squire,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:15,922769,6425077,Elsass,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:15,922769,3880880,Claymore,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:15,922769,6309451,Al Aali,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:15,922769,7983214,Fierce Fortitude,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:15,922769,5248396,Night Breeze,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:15,922769,6666815,Ammes,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:15,922769,5216442,Sportingsilvermine,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:15,922769,2824078,Enemy,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:15,922769,4642844,Burdett Road,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,15:20,922278,7324736,A Daughters Love,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:20,922278,7793646,Beryl's Girl,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:20,922278,6894102,Kameel,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,15:20,922278,5216515,Charencey,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:20,922278,2719428,City Escape,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:20,922278,8290538,Diamond Aura,True,RP_HORSE_ID_DETERMINISTIC,4
Leicester,15:20,922278,9073557,Arc At Her,True,RP_HORSE_ID_DETERMINISTIC,2
Leicester,15:20,922278,5580199,Argentum,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:20,922278,6916307,Hachiman,True,RP_HORSE_ID_DETERMINISTIC,0
Leicester,15:20,922278,7488322,Bel Air Flyer,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,15:24,922254,9166861,Emerald Bay,True,RP_HORSE_ID_DETERMINISTIC,0
Beverley,15:24,922254,8881502,Amantha,True,RP_HORSE_ID_DETERMINISTIC,3
Beverley,15:24,922254,9254377,Farndale,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,15:24,922254,8881500,Happy Humpo,True,RP_HORSE_ID_DETERMINISTIC,1
Beverley,15:24,922254,9115661,Tiger In The Tree,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,15:35,917815,7748955,Constitution River,True,RP_HORSE_ID_DETERMINISTIC,4
Sandown,15:35,917815,6555395,Gethin,True,RP_HORSE_ID_DETERMINISTIC,4
Sandown,15:35,917815,6528827,Saddadd,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,15:35,917815,7922008,Hawk Mountain,True,RP_HORSE_ID_DETERMINISTIC,4
Sandown,15:35,917815,7748952,A Boy Named Susie,True,RP_HORSE_ID_DETERMINISTIC,4
Sandown,15:35,917815,5193455,King's Gambit,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,15:35,917815,7551786,Flushing Meadows,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,15:44,923880,9153306,Florida Bay,True,RP_HORSE_ID_DETERMINISTIC,1
Naas,15:44,923880,9004855,Ranting Duke,True,RP_HORSE_ID_DETERMINISTIC,2
Naas,15:44,923880,9326712,One Number,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,15:44,923880,9222298,Dancing Destiny,True,RP_HORSE_ID_DETERMINISTIC,2
Naas,15:44,923880,9222249,Tosca No Candis,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,15:44,923880,9490333,Sarah's Choice,False,RP_HORSE_ID_DETERMINISTIC,
Naas,15:44,923880,8881187,Wo Wo Never,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:50,922770,6635764,Zubaru,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:50,922770,6560244,Rajaking,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:50,922770,5021317,Jonny Concrete,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),15:50,922770,5708833,Yes I'm Mali,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:50,922770,3226213,Dashing Dick,True,RP_HORSE_ID_DETERMINISTIC,4
Newmarket (July),15:50,922770,5089376,Emperor's Son,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:50,922770,5502233,Golden Long,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:50,922770,5884208,Distant Rumble,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:50,922770,6701907,Em Four,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),15:50,922770,3797294,Dancing Rinca,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,15:56,922277,7639432,Carefree Dream,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:56,922277,7793645,Q T Pie,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,15:56,922277,7722815,Spacewoman,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:56,922277,5845662,Amelia's Joy,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:56,922277,8963368,Sayidah Aleen,True,RP_HORSE_ID_DETERMINISTIC,2
Leicester,15:56,922277,8304797,Dolo's Star,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,15:56,922277,5218289,Grand Citadel,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:56,922277,9073562,Sierra Sue,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,15:56,922277,5580204,May Encounter,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:56,922277,6564391,Lodge,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,15:56,922277,7762481,Guernsey Angel,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,16:02,922248,2394670,Al Aasy,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,16:02,922248,5118320,By The Book,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,16:02,922248,5329819,Involvement,True,RP_HORSE_ID_DETERMINISTIC,4
Beverley,16:02,922248,6429526,Miss Wong,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,16:02,922248,6504984,Percy's Daydream,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,16:10,922266,8321647,King's Cavalry,True,RP_HORSE_ID_DETERMINISTIC,3
Sandown,16:10,922266,7205131,Spirit Of Saxony,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:10,922266,8309337,Richie's Rocket,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:10,922266,7436369,Sunny Smile,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,16:10,922266,8231737,Jungle Ruler,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,16:10,922266,7669958,He's Waliim,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:18,923881,9254434,Mai Dahlia,True,RP_HORSE_ID_DETERMINISTIC,1
Naas,16:18,923881,7466830,Bofa Beach,True,RP_HORSE_ID_DETERMINISTIC,3
Naas,16:18,923881,7780519,Sibaza,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:18,923881,9490334,Xirivella,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:18,923881,9060366,Serendipia,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:18,923881,8725538,Donna Time,True,RP_HORSE_ID_DETERMINISTIC,1
Naas,16:18,923881,9354992,Drowsy Maggie,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:18,923881,6233845,Wheres The Gold,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),16:25,922771,6023319,Silver Ghost,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),16:25,922771,5104271,Akkadian Thunder,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),16:25,922771,5193479,Royal Zabeel,True,RP_HORSE_ID_DETERMINISTIC,4
Newmarket (July),16:25,922771,5418923,No Retreat,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),16:25,922771,6134928,Houquetot,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),16:25,922771,6759149,Golden Redemption,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),16:25,922771,5019600,Goldmoyne,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),16:25,922771,4642848,Divine Libra,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),16:25,922771,5401029,Crown Board,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),16:25,922771,58956118,One Smack Mac,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,16:30,922275,8304792,Frantic,True,RP_HORSE_ID_DETERMINISTIC,4
Leicester,16:30,922275,7592670,Mr Writer,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,16:30,922275,7020140,Eduardo Calderon,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,16:30,922275,7547292,Galileo Island,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,16:30,922275,7762490,Cashbox,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,16:30,922275,7329761,Pints In Peace,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,16:30,922275,8406266,Loquella,True,RP_HORSE_ID_DETERMINISTIC,4
Beverley,16:35,922249,7592682,Sandy Craic,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,16:35,922249,7691586,Come On Eibhlin,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,16:35,922249,8259450,Porth Eilian,True,RP_HORSE_ID_DETERMINISTIC,3
Beverley,16:35,922249,8236336,Ma Leila,True,RP_HORSE_ID_DETERMINISTIC,2
Beverley,16:35,922249,7493139,Lexington Express,True,RP_HORSE_ID_DETERMINISTIC,0
Beverley,16:35,922249,8991585,Vitality,True,RP_HORSE_ID_DETERMINISTIC,3
Beverley,16:35,922249,5915793,Cancelled,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,16:35,922249,5050206,Alessia Fernanda,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,16:35,922249,7529929,Enamorus,True,RP_HORSE_ID_DETERMINISTIC,3
Sandown,16:47,922267,8214903,Barbury Boy,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,16:47,922267,7847674,Akho Mezzna,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:47,922267,8188075,Bridge Of Eagles,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:47,922267,7784906,Tambora,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:47,922267,7570740,Loblolly,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:47,922267,8485665,Sassicaia,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:47,922267,8406271,St Hilda,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,16:47,922267,7653187,Valpovo,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,16:53,923882,7900549,Rodeo Blues,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,16:53,923882,8309317,Connecteo,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:53,923882,7691581,Nephin Mountain,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:53,923882,8401627,Point Cartwright,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:53,923882,7657461,Six Wings,True,RP_HORSE_ID_DETERMINISTIC,2
Naas,16:53,923882,7462314,Canon Law,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,16:53,923882,7856864,Captain Con,True,RP_HORSE_ID_DETERMINISTIC,4
Naas,16:53,923882,8214885,Cadreville,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,16:53,923882,7834642,Chapel Island,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,16:53,923882,7957256,Wingit,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:53,923882,8205597,Millhone,True,RP_HORSE_ID_DETERMINISTIC,4
Naas,16:53,923882,7708577,Maker's Mark,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,16:53,923882,7722822,Darwin's Angel,False,RP_HORSE_ID_DETERMINISTIC,
Naas,16:53,923882,7627157,The Holy Apostle,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,16:53,923882,7887311,Jewels Legacy,True,RP_HORSE_ID_DETERMINISTIC,0
Naas,16:53,923882,8236313,Swift Charm,True,RP_HORSE_ID_DETERMINISTIC,5
Newmarket (July),17:00,922772,8362109,I'll Be Back,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),17:00,922772,7861438,Proud Nation,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),17:00,922772,7870268,Ironwill,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),17:00,922772,8124821,Winding Stream,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),17:00,922772,7978771,Alaminos,False,RP_HORSE_ID_DETERMINISTIC,
Newmarket (July),17:00,922772,8070673,Lightning Polka,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,17:05,922279,2687060,Little Ted,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,17:05,922279,3662560,My Ambition,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,17:05,922279,6482622,Palmarian,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,17:05,922279,8362120,Stole My Heart,True,RP_HORSE_ID_DETERMINISTIC,4
Leicester,17:05,922279,8362108,Avispado,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,17:05,922279,7631473,Sovereign Bright,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,17:05,922279,7727265,Leia Antilles,True,RP_HORSE_ID_DETERMINISTIC,3
Leicester,17:05,922279,8716090,Aurelune,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,17:05,922279,5048039,Aspire To Glory,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,17:10,922252,6074545,Tattie Bogle,True,RP_HORSE_ID_DETERMINISTIC,0
Beverley,17:10,922252,3297869,It Just Takes Time,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,17:10,922252,4352843,Coolree,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,17:10,922252,5906619,Highland Olly,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,17:10,922252,4175384,Glenfinnan,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,17:10,922252,6175457,Degale,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,17:10,922252,4313202,Bajan Bandit,True,RP_HORSE_ID_DETERMINISTIC,0
Beverley,17:10,922252,4672831,Capital Guarantee,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,17:15,923866,7160456,Beauvallon,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:15,923866,8418719,Mino Des Mottes,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:15,923866,6166366,Puppet Master,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:15,923866,9115721,Tex Amare,True,RP_HORSE_ID_DETERMINISTIC,0
Bellewstown,17:15,923866,6916306,Pebble Island,True,RP_HORSE_ID_DETERMINISTIC,12
Bellewstown,17:15,923866,7966376,Yup Bro,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:15,923866,6233861,Evangelic,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,17:22,922265,6116428,Point Of Contact,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,17:22,922265,5330874,Spoken Truth,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,17:22,922265,4847296,Flying Frontier,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,17:22,922265,6473555,Stem,True,RP_HORSE_ID_DETERMINISTIC,4
Sandown,17:22,922265,6587055,Cloth Of Gold,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,17:22,922265,4534431,Rathgar,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,17:22,922265,5894809,Theory Of Tides,False,RP_HORSE_ID_DETERMINISTIC,
Sandown,17:22,922265,6134929,Great David,True,RP_HORSE_ID_DETERMINISTIC,5
Sandown,17:22,922265,3685040,Brasil Power,True,RP_HORSE_ID_DETERMINISTIC,5
Naas,17:30,923883,8214836,Ocean's Breath,True,RP_HORSE_ID_DETERMINISTIC,4
Naas,17:30,923883,7677603,Suzie Songs,False,RP_HORSE_ID_DETERMINISTIC,
Naas,17:30,923883,7395229,Frescobaldi,False,RP_HORSE_ID_DETERMINISTIC,
Naas,17:30,923883,7834652,L L Koulsty,False,RP_HORSE_ID_DETERMINISTIC,
Naas,17:30,923883,8148788,Yaupon De Replay,False,RP_HORSE_ID_DETERMINISTIC,
Naas,17:30,923883,9014953,Sir Benji,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,17:35,922280,5933558,Moonhall Lass,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,17:35,922280,6088062,Melissa Honey,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,17:35,922280,6256741,Elvetham,True,RP_HORSE_ID_DETERMINISTIC,5
Leicester,17:35,922280,7983208,Great Success,False,RP_HORSE_ID_DETERMINISTIC,
Leicester,17:35,922280,4076443,Due Date,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,17:40,922253,8547317,Battenburg Belle,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,17:40,922253,8844374,Zoulette,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,17:40,922253,7677628,Hood Wink,True,RP_HORSE_ID_DETERMINISTIC,5
Beverley,17:40,922253,8973288,Maid On The Shelf,True,RP_HORSE_ID_DETERMINISTIC,1
Beverley,17:40,922253,8788809,Forever Twenty,False,RP_HORSE_ID_DETERMINISTIC,
Beverley,17:40,922253,7592672,Walk On Walk On,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,17:48,923867,6296561,Wackestone,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,7983195,Highland Realm,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,6671030,Press The Button,True,RP_HORSE_ID_DETERMINISTIC,3
Bellewstown,17:48,923867,6604812,Kasper Hauser,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,7930837,Laxxio,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,6487594,Whats New,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,17:48,923867,7648520,Hopeful Hero,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,17:48,923867,8881556,Getaway Tobin,True,RP_HORSE_ID_DETERMINISTIC,1
Bellewstown,17:48,923867,5504597,Pepper Noir,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,17:48,923867,8556533,Allroadsleadtorome,True,RP_HORSE_ID_DETERMINISTIC,2
Bellewstown,17:48,923867,4340211,Loyal Touch,True,RP_HORSE_ID_DETERMINISTIC,5
Bellewstown,17:48,923867,5260578,Paymelater,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,9051045,The Flying Rambler,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,8753792,Million Dollar Man,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,9051080,Matcho d'Agrostis,False,RP_HORSE_ID_DETERMINISTIC,
Bellewstown,17:48,923867,7499466,Double Order,False,RP_HORSE_ID_DETERMINISTIC,
Nottingham,18:00,922282,9312940,Glamorize,True,RP_HORSE_ID_DETERMINISTIC,0
Nottingham,18:00,922282,9312929,Cosmic Mystery,True,RP_HORSE_ID_DETERMINISTIC,0
